,text,clean
3400,"Cumhurbaşkanı Başdanışmanı, dün akşam konuk olduğu yayında TOKİ Başkanı ile konuşmayan Ekrem İmamoğlu’na hakaret etti:  “Sen,TOKİ Başkanının ne muhatabı olabilirsin ne de tırnağı...Kibir abidesi cüce,kıt beyinli,Trabzon'un yüz karası müptezel!”",cumhurbaşkanı başdanışmanı dün akşam konuk olduğu yayında toki başkanı konuşmayan ekrem imamoğlu hakaret etti sentoki başkanının muhatabı olabilirsin tırnağıkibir abidesi cücekıt beyinlitrabzon yüz karası müptezel
3401,Aracının egzoz muayenesini yaptırmayanlar 2024 yılında 9 bin 943 lira ceza ödeyecek.,aracının egzoz muayenesini yaptırmayanlar yılında lira ceza ödeyecek
3402,GTA 5’in çalınan kaynak kodları sayesinde GTA 6 fragmanı GTA 5’e uyarlandı.,gta çalınan kaynak kodları sayesinde gta fragmanı gta uyarlandı
3403,"🙋‍♂️ Özgür Demirtaş: “Şans oyunları oynamayın. Bir tane bile bilet almayın.  Bana birazcık inanıyorsanız, yapmayın.”",özgür demirtaş şans oyunları oynamayın tane bilet almayın birazcık inanıyorsanız yapmayın
3404,İsrail Dışişleri Bakanı Eli Cohen:  🗣️ Erdoğan cumhurbaşkanı olduğu sürece Türkiye'ye büyükelçi göndermeyeceğiz,israil dışişleri bakanı eli cohen erdoğan cumhurbaşkanı olduğu sürece türkiye büyükelçi göndermeyeceğiz
3405,DEM Partili Ömer Faruk Gergerlioğlu:  “Sinan Ateş cinayetinin üstünün örtülmesine izin vermeyeceğiz.”,dem partili ömer faruk gergerlioğlu sinan ateş cinayetinin üstünün örtülmesine izin vermeyeceğiz
3406,OAKA Arena'da Ergin Ataman ile Fatih Terim kucaklaştı.,oaka arena ergin ataman fatih terim kucaklaştı
3407,İsrail'i Eurovizyon yarışmasında temsil etmek için seçmeleri geçen asker Gazze'de öldü.,israil eurovizyon yarışmasında temsil etmek seçmeleri geçen asker gazze öldü
3408,"Türkiye'de bir vatandaş, 2023 yılında internetten toplam 1.567 kez yemek siparişi verdi.",türkiye vatandaş yılında internetten toplam yemek siparişi verdi
3409,Ekrem İmamoğlu:  Bizden önceki belediye başkanı ‘Tabii ki bize en çok oy veren yerlere metro yapacağız’ demişti. Biz öyle yapmadık. En az oy aldığımız ilçelerde de metro yapmaya devam ediyoruz.,ekrem imamoğlu bizden önceki belediye başkanı tabii oy veren yerlere metro yapacağız demişti yapmadık oy aldığımız ilçelerde metro yapmaya devam ediyoruz
3410,"Destici'den Yapıcıoğlu'na 'özerklik' yanıtı!  BBP Genel Başkanı Mustafa Destici, HÜDA PAR Genel Başkanı Zekeriya Yapıcıoğlu'na seslendi:  “Sen o tartışmanın neresindesin? Onu söylersen biz de ne demek istediğini anlarız”",destici yapıcıoğlu yanıtı bbp genel başkanı mustafa destici hüda genel başkanı zekeriya yapıcıoğlu seslendi tartışmanın neresindesin söylersen istediğini anlarız
3411,"Barcelona'nın Ana Sponsoru WhiteBIT, Yeni Yılı Kutladığı Etkinlikte Pek Çok Ödül Dağıttığını Duyurdu  Yılbaşı hediyenizi WhiteBIT'den almak için: https://bit.ly/3RWJhyI🎄  #işbirliği",barcelona ana sponsoru whitebıt yeni yılı kutladığı etkinlikte pek ödül dağıttığını duyurdu yılbaşı hediyenizi whitebıt almak
3412,"Ekrem İmamoğlu:    “Normalde Sabiha Gökçen Metrosu’nun parası 20 yılda tahsil edilecekken bizden 9 ayda alındı.    Tam 4,3 Milyar TL’yi 9 ayda aldılar.”",ekrem imamoğlu normalde sabiha gökçen metrosu parası yılda tahsil edilecekken bizden ayda alındı tam milyar ayda aldılar
3413,Fransa’nın başkenti Paris’teki Orly Havaalanı’nda bir uçağın iniş takımında kaçak yolcu bulundu.,fransa başkenti paris orly havaalanı uçağın iniş takımında kaçak yolcu bulundu
3414,"Edin Dzeko:    ""Sahada olan sahada kalır. İnsanlar Mauro ile aramızda problem varmış gibi yansıtıyor. Sahanın içinde duygular vardır. Her futbolcu kazanmak ister.""",edin dzeko sahada sahada kalır insanlar mauro aramızda problem varmış yansıtıyor sahanın duygular vardır futbolcu kazanmak ister
3415,MHP Çankaya İlçe Başkanlığı’nın UKOME tarafından tahsis edildiğini belirterek kullandığı otopark alanındaki levhada yazan kararın sahte olduğu ortaya çıktı.,mhp çankaya ilçe başkanlığı ukome tarafından tahsis edildiğini belirterek kullandığı otopark alanındaki levhada yazan kararın sahte olduğu ortaya çıktı
3416,"Hakan Çalhanoğlu, Al Hilal'den gelen toplam 72 milyon euroluk (4 yıl) teklifi reddetti.  (La Gazzetta)",hakan çalhanoğlu hilal gelen toplam milyon euroluk yıl teklifi reddetti gazzetta
3417,Interpol tarafından aranan IŞİD üyesi Kırıkkale’de yakalandı.,ınterpol tarafından aranan ışid üyesi kırıkkale yakalandı
3418,Özgür Özel’den Uludere Olayı paylaşımı: Bu katliamı tüm sorumlular yargılanana kadar unutturmayacağız,özgür özel uludere olayı paylaşımı katliamı sorumlular yargılanana unutturmayacağız
3419,"Çarkıfelek yarışması, Cem Davran'ın sunumuyla ekranlara dönüyor.",çarkıfelek yarışması cem davran sunumuyla ekranlara dönüyor
3420,2023'ün %99'u tamamlandı.,tamamlandı
3421,Mircea Lucescu da Süper Kupa maçını izlemek üzere Suudi Arabistan'da.,mircea lucescu süper kupa maçını izlemek suudi arabistan
3422,"Xiaomi, ilk elektrikli otomobilini tanıttı.",xiaomi elektrikli otomobilini tanıttı
3423,RTÜK üyesi Tuncay Keser:    Kızıl Goncalar’a verilen cezanın gerekçesi börek sahnesi,rtük üyesi tuncay keser kızıl goncalar verilen cezanın gerekçesi börek sahnesi
3424,"Aralarında Marmara Forum ve Forum İstanbul’un da olduğu 9 AVM için konkordato talep edildi.      Mahkeme 3 aylık geçici mühlet verirken, 9 AVM’nin toplam borcunun 600 milyon euro seviyesinde olduğu kaydedildi.",aralarında marmara forum forum istanbul olduğu avm konkordato talep edildi mahkeme aylık geçici mühlet verirken avm toplam borcunun milyon euro seviyesinde olduğu kaydedildi
3425,"Türksat, Kablonet için fiyat tarifesini güncelledi.",türksat kablonet fiyat tarifesini güncelledi
3426,"Panathinaikos, yarın Fatih Terim için imza töreni düzenleyecek.",panathinaikos yarın fatih terim imza töreni düzenleyecek
3427,"Dokuz yıl sonra 'Kızıl Goncalar' dizisiyle oyunculuğa dönüş yapan Özgü Namal, yeni yaşını setteki ekip arkadaşlarıyla kutladı.",yıl goncalar dizisiyle oyunculuğa dönüş yapan özgü namal yeni yaşını setteki ekip arkadaşlarıyla kutladı
3428,2023 yılında Türkiye'de en popüler yemek tavuk döner oldu.,yılında türkiye popüler yemek tavuk döner oldu
3429,"Türkiye Futbol Federasyonu Suudi Arabistan'a gidecek taraftarlar için uyarılar yayınladı:    “Hurma Arapça’da kadın anlamına geldiği için Hurma alımı sırasında Tamr denmesi yararlı olacaktır. Etnik köken, inanç, cinsiyet vb.ilgili hakaret niteliğinde ifadelerde bulunmayın. Kamusal alanlarda toplu bir şekilde tezahürat, gösteri, yürüyüş ""kamu düzenine tehdit"" olarak algılanabilmektedir.''",türkiye futbol federasyonu suudi arabistan gidecek taraftarlar uyarılar yayınladı hurma arapça kadın anlamına geldiği hurma alımı sırasında tamr denmesi yararlı olacaktır etnik köken inanç cinsiyet vbilgili hakaret niteliğinde ifadelerde bulunmayın kamusal alanlarda toplu tezahürat gösteri yürüyüş kamu düzenine tehdit algılanabilmektedir
3430,"Darbenin Üzerinden 7.5 Yıl Geçti!  Emniyet Genel Müdürlüğü, FETÖ ile irtibat ve iltisaklı olduğu tespit edilen 445 polisin açığa alındığını ve bu kişiler hakkında idari soruşturma başlatıldığını duyurdu.",darbenin üzerinden yıl geçti emniyet genel müdürlüğü fetö irtibat iltisaklı olduğu tespit edilen polisin açığa alındığını kişiler hakkında idari soruşturma başlatıldığını duyurdu
3431,"Konya’da 2 koyun ve 1 keçiyi kaybeden İ.B. (22) adlı erkek çobanı dövüp cinsel saldırıda bulunan sürü sahipleri İ.K. (42) ve H.O. (37), 14 yıl 8’er ay hapis cezasına çarptırıldı.   Şüpheliler, çobanı tehdit etmek için saldırıları cep telefonuna kaydetti. Arızalanan telefon sayesinde olay ortaya çıktı.  İ.B., savcılıktaki ifadesinde"" Kur’an-ı Kerime el bastırarak 'Ablamı ve annemi de size getireceğim' diye yemin ettirdiler. Beni dövdüler ve şikayetçi olursam görüntüleri sosyal medyada yayınlayacaklarını söyleyerek şantaj yaptılar. Zaman zaman kadın kıyafetleri de giydirerek cinsel saldırıda bulundular. O yüzden şikayetçi olamadım” dedi.",konya koyun keçiyi kaybeden adlı erkek çobanı dövüp cinsel saldırıda bulunan sürü sahipleri ik yıl hapis cezasına çarptırıldı şüpheliler çobanı tehdit etmek saldırıları cep telefonuna kaydetti arızalanan telefon sayesinde olay ortaya çıktı savcılıktaki ifadesinde kur kerime bastırarak annemi getireceğim yemin ettirdiler dövdüler şikayetçi olursam görüntüleri sosyal medyada yayınlayacaklarını söyleyerek şantaj yaptılar zaman zaman kadın kıyafetleri giydirerek cinsel saldırıda bulundular yüzden şikayetçi olamadım dedi
3432,"Ahmet Hakan: HÜDA PAR, ""Federasyon, özerklik serbestçe tartışılsın."" diyor.     ""Ben federasyon istiyorum, ben özerklik istiyorum."" demiyor.",ahmet hakan hüda federasyon özerklik serbestçe tartışılsın diyor federasyon istiyorum özerklik istiyorum demiyor
3433,🟡🔵Fenerbahçe Süper Kupa finali için Suudi Arabistan’da.,fenerbahçe süper kupa finali suudi arabistan
3434,"RTÜK üyesi Tuncay Keser, Kızıl Goncalar dizisinin ceza alma sebeplerinden birinin de “börek sahnesi” olduğunu açıkladı.  Söz konusu sahnede Özgü Namal’ın canlandırdığı Meryem karakterinin tağşişe karşı çıktığı görülüyor.",rtük üyesi tuncay keser kızıl goncalar dizisinin ceza alma sebeplerinden birinin börek sahnesi olduğunu açıkladı söz konusu sahnede özgü namal canlandırdığı meryem karakterinin tağşişe karşı çıktığı görülüyor
3435,Tarihte Türk Ordusu 🇹🇷,tarihte türk ordusu
3436,"#SONDAKİKA | Panama bayraklı sivil bir gemi, Karadeniz'de mayına çarptı.  Gemide bulunan 4 Türk denizcinin sağlık durumunun iyi olduğu bildirildi.",panama bayraklı sivil gemi karadeniz mayına çarptı gemide bulunan türk denizcinin sağlık durumunun iyi olduğu bildirildi
3437,"Muş'un Hasköy ilçesinde bir hasta ile yakını, tartıştıkları aile hekiminden görev yaptığı toplum sağlığı merkezinin bahçesine astıkları pankartla özür diledi.",muş hasköy ilçesinde hasta yakını tartıştıkları aile hekiminden görev yaptığı toplum sağlığı merkezinin bahçesine astıkları pankartla özür diledi
3438,"DEM Parti Tunceli Milletvekili Ayten Kordu, Tunceli isminin 'Dersim' olarak değiştirilmesi için kanun teklifi verdi.",dem parti tunceli milletvekili ayten kordu tunceli isminin değiştirilmesi kanun teklifi verdi
3439,#SonDakika | Çalışan emekliye 5 bin lira ödemesi yarın hesaplara yatırılacak.,çalışan emekliye lira ödemesi yarın hesaplara yatırılacak
3440,Tutuklandı.,tutuklandı
3441,Yılbaşını evde kutlamanın maliyeti en az iki katına çıktı. (BBC),yılbaşını evde kutlamanın maliyeti katına çıktı bbc
3442,"Birleşik Arap Emirlikleri, alkol üretimine getirilen onlarca yıllık kısıtlamaların ardından Abu Dabi'de ilk bira fabrikasını açtı.",birleşik arap emirlikleri alkol üretimine getirilen onlarca yıllık kısıtlamaların ardından abu dabi bira fabrikasını açtı
3443,"NATO Hava Komutanlığı'nın düzenlediği ""2023 yılının en iyi savaş uçağı fotoğrafları"" yarışmasında, Cem Doğut'un Polonya Hava Kuvvetleri'ne ait F-16'ların fotoğrafı, 2023'ün en iyi hava fotoğrafı seçildi.",nato hava komutanlığı düzenlediği yılının iyi savaş uçağı fotoğrafları yarışmasında cem doğut polonya hava kuvvetleri ait fotoğrafı iyi hava fotoğrafı seçildi
3444,"Galatasaray, Süper Kupa finali için Suudi Arabistan'a yola çıktı.",galatasaray süper kupa finali suudi arabistan yola çıktı
3445,Psikolog Esra Ezmeci’ye gelen bir soru:  Kocam büyüsün diye cinsel organını her akşam tuzlu suya yatırıp tavana bağlıyor. Bu konuda ne yapmalıyım?,psikolog esra ezmeci gelen soru kocam büyüsün cinsel organını akşam tuzlu suya yatırıp tavana bağlıyor konuda yapmalıyım
3446,Cumhurbaşkanı Erdoğan: Yeni asgari ücretle 'çalışanları enflasyona ezdirmeme' sözümüze bir kez daha sadık kaldık.,cumhurbaşkanı erdoğan yeni asgari ücretle enflasyona ezdirmeme sözümüze sadık kaldık
3447,"Cumhurbaşkanı Erdoğan:  Kurultay kürsülerinden hapisteki teröristlere sırayla selam göndererek, Meclis’te 4 farklı partinin teröre karşı ortak irade sergilediği bildiriye, uyduruk gerekçelerle imza atmaktan kaçarak, terör örgütüne şaşı baktıklarını göstererek, terörle mücadele gibi bir dertlerinin olmadığını açıkça ortaya koymuşlardır.   Hükümetin ak dediğine kara, kara dediğine ak demiş olmak, sırf emperyalistlere şirin gözükmek için terör örgütü PKK ve uzantılarıyla ‘DEM’lenmeyi içlerine sindirenleri milletimize havale ediyoruz.",cumhurbaşkanı erdoğan kurultay kürsülerinden hapisteki teröristlere sırayla selam göndererek meclis farklı partinin teröre karşı ortak irade sergilediği bildiriye uyduruk gerekçelerle imza atmaktan kaçarak terör örgütüne şaşı baktıklarını göstererek terörle mücadele dertlerinin olmadığını açıkça ortaya koymuşlardır hükümetin ak dediğine kara kara dediğine ak demiş olmak sırf emperyalistlere şirin gözükmek terör örgütü pkk uzantılarıyla dem içlerine sindirenleri milletimize havale ediyoruz
3448,"Cumhurbaşkanı Erdoğan:  🔺Yurt içinde terör bitme noktasına geldiyse bu sınır ötesi operasyonlar sayesinde oldu.  🔺2 şehidimiz oldu. Ardından ne oldu, 3 gün içinde 59 teröristi gömdük.   🔺Son 6 yıl terörle mücadelede en başarılı yıl olarak tarihe geçti.  🔺Ülkemizdeki siyasi ve sivil muhalefetin içler acısı hali bizi üzüyor.",cumhurbaşkanı erdoğan yurt terör bitme noktasına geldiyse sınır ötesi operasyonlar sayesinde oldu şehidimiz oldu ardından oldu gün teröristi gömdük yıl terörle mücadelede başarılı yıl tarihe geçti ülkemizdeki siyasi sivil muhalefetin içler acısı hali üzüyor
3449,"Türk Tabipleri Birliği, solunum yolu hastalıklarına bağlı olarak ciddi bir salgın ile karşı karşıya kalınması üzerine, Ulaştırma ve Altyapı Bakanlığı ile ulaşım kurumlarına bir yazı göndererek ücretsiz maske dağıtımı ve maske kullanımına teşvik gibi önlemler alınmasını istedi.",türk tabipleri birliği solunum yolu hastalıklarına bağlı ciddi salgın karşı karşıya kalınması üzerine ulaştırma altyapı bakanlığı ulaşım kurumlarına yazı göndererek ücretsiz maske dağıtımı maske kullanımına teşvik önlemler alınmasını istedi
3450,"Manisa'da, 19 yıl arayla evlendiği 2 kadını öldüren, Kovid-19 tedbirleri kapsamında tahliye edilen ve dini nikahlı eşi Mutlu Menekşe'yi de öldüren Necati Akpınar, duruşmada ""Ben kadın düşmanı mıyım?"" dedi.  İyi hal ve takdir indirimi de uygulanmayan şahıs, ağırlaştırılmış müebbet hapis cezası ile cezalandırıldı.",manisa yıl arayla evlendiği kadını öldüren kovid tedbirleri kapsamında tahliye edilen dini nikahlı eşi mutlu menekşe öldüren necati akpınar duruşmada kadın düşmanı mıyım dedi iyi hal takdir indirimi uygulanmayan şahıs ağırlaştırılmış müebbet hapis cezası cezalandırıldı
3451,"İstanbul Fatih'te, eski eşini 2 el ateş ederek yaraladıktan sonra akülü sandalye ile kaçmaya çalışan engelli şahıs böyle görüntülendi.",istanbul fatih eski eşini ateş ederek yaraladıktan akülü sandalye kaçmaya çalışan engelli şahıs görüntülendi
3452,Mauro Icardi özel maskesiyle idmana çıktı.,mauro ıcardi özel maskesiyle idmana çıktı
3453,AKP Mv. Fuat Oktay: Sürekli arızalandığı için artık F-35 ile ilgilenmiyoruz.,akp mv fuat oktay sürekli arızalandığı ilgilenmiyoruz
3454,"İzmir’de trafik kazası nedeniyle hayatını kaybeden moto kurye Zeynep Demir, meslektaşları eşliğinde Doğançay Mezarlığına götürüldü.",izmir trafik kazası nedeniyle hayatını kaybeden moto kurye zeynep demir meslektaşları eşliğinde doğançay mezarlığına götürüldü
3455,#SONDAKİKA | Muğla Marmaris'te 4.0 büyüklüğünde deprem meydana geldi.,muğla marmaris büyüklüğünde deprem meydana
3456,🗣️Samet Aybaba: Sergen'le görüşmediğimiz için anlaşamadık daha.     🗣️Soru: Görüşmediniz ama.   🗣️Samet Aybaba: Görüşürsek anlaşırız.,samet aybaba sergen görüşmediğimiz anlaşamadık soru görüşmediniz samet aybaba görüşürsek anlaşırız
3457,"Milli Savunma Bakanlığı kaynakları, Pençe-Kilit Operasyon bölgesinde 12 vatan evladının şehit olduğu saldırının detaylarını paylaştı:  Sızma girişimi iddia edildiği gibi 50-100 kişiden oluşan gruplarla değil, mağaralarda saklanan küçük gruplar tarafından havanın ağır, yoğun sis ve kar yağışı (tipi) sebebiyle görüşün 5-10 metreye kadar düştüğü, İHA/SİHA’ların ve termal sistemlerin de kullanılmasının imkansız olduğu durumda gerçekleştirilmiştir.   İleri hatta bulunan birliklerimizin kahramanca mevzilerini savunması ve çatışmaya takviye giden komando birliğinin başındaki tabur komutanı yaralanmış olmasına rağmen komutayı bırakmaması sayesinde teröristlerin asıl amacı engellenmiştir. Sızma girişiminde bulunan teröristlerin tamamı etkisiz hale getirilmiştir. (TRT Haber)",milli savunma bakanlığı kaynakları pençekilit operasyon bölgesinde vatan evladının şehit olduğu saldırının detaylarını paylaştı sızma girişimi iddia edildiği kişiden oluşan gruplarla mağaralarda saklanan küçük gruplar tarafından havanın ağır yoğun sis kar yağışı tipi sebebiyle görüşün metreye düştüğü ihasiha termal sistemlerin kullanılmasının imkansız olduğu durumda gerçekleştirilmiştir ileri bulunan birliklerimizin kahramanca mevzilerini savunması çatışmaya takviye giden komando birliğinin başındaki tabur komutanı yaralanmış olmasına komutayı bırakmaması sayesinde teröristlerin asıl amacı engellenmiştir sızma girişiminde bulunan teröristlerin tamamı etkisiz hale getirilmiştir trt haber
